Country Name,Country Code,Series,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Italy,ITA,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,..,..,..,102.41515,101.83882,97.47429,98.26927,..,..,..
Italy,ITA,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Jamaica,JAM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.3706,6.26664,6.11246,6.25108,6.01654,5.45576,5.31548,5.26013,5.40731,..
Jamaica,JAM,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,94.52316,90.19674,89.03344,88.88196,..
Jamaica,JAM,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,1.05793,0.9853,0.98402,0.95526,..
Jamaica,JAM,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,..,..,..,90.33963,74.54578,81.02749,66.78999,68.92652,69.20232,..
Jamaica,JAM,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,..,..,..,..,..,88.5697,84.4568,82.74604,81.26045,..
Jamaica,JAM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,33441,37054,38036,42794,..
Jamaica,JAM,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,..,..,..,..,..,85.76688,85.9205,87.48408,85.61918,..
Jamaica,JAM,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Jamaica,JAM,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,..,..,..,73.40239,86.234,88.6136,90.98485,84.80024,88.64183,..
Jamaica,JAM,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,..,..,..,76.739,86.81473,85.96724,85.59451,87.7935,86.28552,..
Japan,JPN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,3.66538,3.59059,..,3.18618,..,..,..
Japan,JPN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Jordan,JOR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,3.84229,3.54298,3.58851,..
Jordan,JOR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,81.1095,78.41475,75.29848,74.58635,79.06508,..,77.92795,80.01557,80.70693,..
Jordan,JOR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98085,0.97741,0.96983,0.97897,0.98928,..,0.98421,0.98168,0.98193,..
Jordan,JOR,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,26.12001,26.16313,26.54518,..,..,..,..,25.79261,26.92673,..
Jordan,JOR,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,79.98633,77.41865,74.35083,74.04019,..,..,76.24419,79.54806,80.17565,..
Jordan,JOR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,192312,227861,272581,293678,..,..,309021,271105,264821,..
Jordan,JOR,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,..,77.24939,..,73.82997,75.16387,..,72.06589,71.33764,72.70051,..
Jordan,JOR,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,39.38582,..,..,..,..,..,..,..,..
Jordan,JOR,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,..,..,84.42857,69.81308,64.09694,58.32485,47.30212,57.81754,58.50215,..
Jordan,JOR,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,..,..,73.65333,73.83178,70.89582,69.08744,66.69856,68.93289,72.52853,..
Kazakhstan,KAZ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,2.78858,2.9781,2.817,2.75095,..
Kazakhstan,KAZ,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,109.05179,110.0797,110.66587,112.05372,112.57945,111.74184,110.0342,109.66912,106.76576,105.33019
Kazakhstan,KAZ,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00522,1.00549,1.00473,1.0028,1.00078,1.00178,1.00264,1.0166,1.0172,1.01801
Kazakhstan,KAZ,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,..,48.03518,53.55688,57.26762,57.20036,63.90199,59.94441,..,..,62.85115
Kazakhstan,KAZ,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,..,..,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,3203,3727,2357,2428,1070,298,2263,10277,13169,12924
Kazakhstan,KAZ,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,107.44879,114.14059,107.51928,109.31726,115.15439,114.27253,110.29858,109.6561,110.3839,106.37735
Kazakhstan,KAZ,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,..,..,..,53.83716,63.96476,51.58523,51.88296,51.46143,56.56458
Kazakhstan,KAZ,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,102.67272,105.8271,103.88734,103.35307,106.79567,109.68564,108.41118,115.32591,113.99243,109.16325
Kazakhstan,KAZ,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,106.24048,107.23373,114.10631,108.52114,108.28992,115.57444,105.19449,101.12025,100.9839,102.32788
Kenya,KEN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.50822,5.33529,5.50904,5.41138,5.28021,5.27134,5.36267,5.36668,5.32024,..
Kenya,KEN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,109.87064,..,106.14536,103.63396,103.39774,..,..,..
Kenya,KEN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,1.00825,..,1.00738,0.99947,1.0037,..,..,..
Kenya,KEN,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,..,..,81.68963,..,..,..,..,..,..,..
Kenya,KEN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,1381464,..,..,..,..,..,..,..
Kenya,KEN,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,..,..,..,..,97.201,99.1434,99.67874,..,..,..
Kenya,KEN,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,..,..,93.53194,..,78.15348,80.30109,82.0532,..,..,..
Kenya,KEN,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,..,..,..,..,..,101.8379,105.75882,..,..,..
Kiribati,KIR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,114.81853,106.6352,107.52303,104.85785,..,..
Kiribati,KIR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,1.01567,1.02041,1.02322,1.07131,..,..
Kiribati,KIR,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,192,385,280,645,..,..
Kiribati,KIR,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,..,..,..,..,113.18093,..,100.86957,..,..,..
Kiribati,KIR,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,..,..,..,..,..,107.05467,..,..,..,..
Kiribati,KIR,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,..,..,..,..,..,108.28402,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,94.684,..,..,112.75841,..
"Korea, Dem. People’s Rep.",PRK,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,1.00218,..,..,0.99964,..
"Korea, Dem. People’s Rep.",PRK,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,101.50647,..
"Korea, Dem. People’s Rep.",PRK,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,..,..,..,..,20.13271,..,..,21.5254,..
"Korea, Dem. People’s Rep.",PRK,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,4.59437,..,..,..
"Korea, Rep.",KOR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,101.76901,101.83958,100.42587,98.10834,98.25035,98.70651,97.64139,97.96419,..,..
"Korea, Rep.",KOR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00092,1.0024,1.00183,1.00088,0.99891,0.99847,0.99847,0.99754,..,..
"Korea, Rep.",KOR,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,..,..,..,92.76196,92.43791,93.73621,96.47714,95.06873,..,..
"Korea, Rep.",KOR,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,..,..,98.13176,95.56108,95.92161,97.95807,96.81279,97.15902,..,..
"Korea, Rep.",KOR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,6960,9806,59852,128360,113250,39617,74350,66235,..,..
"Korea, Rep.",KOR,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,101.15867,102.97808,109.69977,103.1859,96.15532,101.4108,98.01557,91.35512,..,..
"Korea, Rep.",KOR,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,53.11557,50.4494,48.10716,46.99931,49.30258,50.73915,51.79995,..,..
"Korea, Rep.",KOR,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,..,..,..,98.918,98.47851,101.22597,108.92898,103.10135,..,..
"Korea, Rep.",KOR,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,..,..,..,109.79321,103.69452,96.85682,101.24586,97.89951,..,..
Kosovo,XKX,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,101.207,105.49606,105.58962,105.14894,104.91717,104.27501,102.57234,97.34084,97.21543,..
Kuwait,KWT,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98026,0.99762,1.01135,1.02245,1.02143,1.03221,1.03976,1.03327,1.10302,..
Kuwait,KWT,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,68.42795,69.03162,67.49657,63.17346,58.69916,..,57.64609,54.3704,52.86294,..
Kuwait,KWT,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,..,..,..,..,..,..,92.12699,87.05552,86.86493,..
Kuwait,KWT,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,2073,1139,1323,2658,3108,4311,7290,..,..,..
Kuwait,KWT,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,97.45946,98.99493,97.88351,100,..,..,100.579,95.37189,91.81941,..
Kuwait,KWT,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.81883,6.79062,7.38423,6.7802,5.5316,5.98551,6.58615,6.02619,..,..
Kyrgyz Republic,KGZ,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,99.06208,99.22913,102.4368,104.40749,105.30471,105.01668,104.05828,106.60869,107.20635,..
Kyrgyz Republic,KGZ,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99217,0.99109,0.98744,0.9886,0.99054,0.99271,0.98987,0.99209,0.99348,..
Kyrgyz Republic,KGZ,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,15.66154,16.84427,20.46927,22.58862,24.22481,26.73007,29.89334,37.81985,38.86076,..
Kyrgyz Republic,KGZ,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,86.74847,86.75932,88.83152,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,15815,16572,6257,1763,1458,1668,1675,1363,1414,..
Kyrgyz Republic,KGZ,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,97.05923,95.32794,95.74698,99.34651,102.27266,108.20036,101.78587,101.55687,104.51629,..
Kyrgyz Republic,KGZ,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,29.57873,29.41176,33.07159,33.49628,33.8143,34.65518,34.67087,46.07865,43.59065,..
Kyrgyz Republic,KGZ,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,84.01159,90.36782,92.13433,88.96489,89.00784,89.84902,90.74435,90.1044,91.77334,..
Kyrgyz Republic,KGZ,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,96.82087,95.68764,93.4484,93.85248,97.35772,96.70732,102.52878,97.37941,97.42731,..
Lao PDR,LAO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.70979,1.70802,1.82147,3.23381,2.93781,..,..,..,..,..
Lao PDR,LAO,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,117.85283,117.41207,116.57932,116.19968,114.78308,111.25946,107.08054,103.94472,100.35734,..
Lao PDR,LAO,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.91442,0.92704,0.93407,0.94036,0.94655,0.95433,0.9549,0.9623,0.96227,..
Lao PDR,LAO,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,20.23428,22.02518,24.88942,28.34991,32.0767,35.36662,40.09215,..,47.0726,..
Lao PDR,LAO,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,92.50821,92.8464,92.82731,94.89142,95.39933,94.01312,92.92997,91.72209,90.64573,..
Lao PDR,LAO,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,40049,41583,41419,27479,25400,38109,45232,57256,65377,..
Lao PDR,LAO,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,85.67514,91.37177,95.03048,99.32384,100.78593,101.01142,99.73227,101.39687,97.89004,..
Lao PDR,LAO,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,6.67228,5.59674,12.06082,9.75335,14.13497,13.23085,8.24053,8.75259,..
Lao PDR,LAO,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,39.56,41.55851,46.40537,48.58615,53.7406,54.47505,60.10908,..,..,..
Lao PDR,LAO,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,81.62012,88.73031,92.47872,96.84347,98.37074,98.10088,97.14704,96.16279,..,..
Late-demographic dividend,LTE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Late-demographic dividend,LTE,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,101.38266,101.95274,102.95102,101.6952,99.6817,99.76887,101.29684,102.47497,103.18709,..
Late-demographic dividend,LTE,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.97904,0.98058,0.98783,0.99219,0.99631,0.99548,1.00103,1.00274,1.00356,..
Late-demographic dividend,LTE,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,..,..,..,..,..,..,..,..,..,..
Late-demographic dividend,LTE,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,95.90086,95.95344,96.04665,95.81783,96.06477,96.12652,..,..,..,..
Late-demographic dividend,LTE,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,5191179,4944408,4567022,4503897,4438690,4349423,4185391,4066497,4219114,..
Late-demographic dividend,LTE,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,97.33408,95.97202,95.89831,95.41428,92.36651,91.13027,93.33469,95.44132,96.85427,..
Late-demographic dividend,LTE,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Late-demographic dividend,LTE,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,..,..,..,..,..,..,..,..,..,..
Late-demographic dividend,LTE,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean,LCN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.82615995407104,4.72689008712769,5.06423497200013,5.22062516212463,5.32586002349854,..,..,..,..,..
Latin America & Caribbean,LCN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,113.05048,113.90404,113.95263,109.5286,108.6919,107.85002,107.94777,107.94258,108.162,..
Latin America & Caribbean,LCN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.96908,0.96954,0.97577,0.97859,0.97806,0.97973,0.9841,0.98228,0.98048,..
Latin America & Caribbean,LCN,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean,LCN,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,95.00301,94.77791,94.99862,93.77119,93.6423,93.59806,93.90233,93.87033,93.8643,..
Latin America & Caribbean,LCN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1653693,1697598,1690129,1876923,2008058,1956240,1942208,1839718,2266933,..
Latin America & Caribbean,LCN,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,99.72021,99.95938,100.61853,100.29844,100.64643,99.33219,99.09733,98.69285,98.59721,..
Latin America & Caribbean,LCN,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean,LCN,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean,LCN,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.92293500900268,4.96643018722534,5.06423497200013,5.22062516212463,5.32586002349854,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,113.53342,114.49006,114.55323,109.95436,109.11887,108.27594,108.43089,108.41386,108.63993,..
Latin America & Caribbean (excluding high income),LAC,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.96872,0.96921,0.9757,0.97873,0.97817,0.97994,0.98446,0.9826,0.98074,..
Latin America & Caribbean (excluding high income),LAC,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,94.9917,94.81959,95.06219,93.80947,93.71312,93.68508,94.03409,93.9758,93.96438,..
Latin America & Caribbean (excluding high income),LAC,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1556300,1582094,1570654,1741015,1852166,1801835,1763680,1675293,2060138,..
Latin America & Caribbean (excluding high income),LAC,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,99.95602,100.17171,100.77358,100.45335,100.82804,99.51683,99.32617,98.93781,98.83801,..
Latin America & Caribbean (excluding high income),LAC,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,113.32172,114.22974,114.277,109.7769,108.93655,108.09276,108.21294,108.19441,108.39023,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9686,0.96904,0.97533,0.97832,0.97823,0.98006,0.98443,0.98262,0.98072,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,..,..,..,..,..,..,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,94.9795,94.7871,95.02038,93.77863,93.6813,93.65848,93.98719,93.93952,93.90213,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1607530,1640828,1628509,1812257,1919395,1858206,1834948,1741840,2187793,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,99.90173,100.12733,100.81128,100.49952,100.79735,99.46498,99.28281,98.90732,98.87007,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,..,..,..,..,..,..,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Latvia,LVA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.08098,4.937,6.59439,6.98544,5.28294,5.33721,4.71957,..,..,..
Latvia,LVA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,101.9425,101.51373,100.53698,100.05775,99.73369,99.43079,99.23827,99.46599,..,..
Latvia,LVA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98085,0.98533,0.99016,0.9936,0.9983,1.00073,1.00078,1.00193,..,..
